source_id,task_success_rate,corroboration_score,report_timeliness,handler_confidence,deception_score,ci_flag,reliability_score,behavior_class,scenario_probability
SRC_08713,0.752,0.566,0.957,0.533,0.794,0,0.519,deceptive,0.257
SRC_08714,0.59,0.613,0.639,0.98,0.288,1,0.462,deceptive,0.378
SRC_08715,0.905,0.721,0.67,0.893,0.658,0,0.621,deceptive,0.409
SRC_08716,0.875,0.926,0.882,0.918,0.263,0,0.769,uncertain,0.724
SRC_08717,0.657,0.788,0.708,0.344,0.599,0,0.497,deceptive,0.361
SRC_08718,0.77,0.368,0.472,0.422,0.758,0,0.367,deceptive,0.195
SRC_08719,0.901,0.427,0.663,0.417,0.124,1,0.454,deceptive,0.398
SRC_08720,0.637,0.273,0.778,0.764,0.112,1,0.413,deceptive,0.439
SRC_08721,0.513,0.683,0.832,0.308,0.084,1,0.425,deceptive,0.429
SRC_08722,0.812,0.336,0.787,0.856,0.639,0,0.518,deceptive,0.369
SRC_08723,0.45,0.393,0.472,0.677,0.533,0,0.349,coerced,0.227
SRC_08724,0.564,0.866,0.583,0.691,0.418,0,0.543,coerced,0.428
SRC_08725,0.889,0.445,0.84,0.671,0.619,0,0.554,deceptive,0.465
SRC_08726,0.793,0.625,0.928,0.669,0.68,0,0.578,deceptive,0.465
SRC_08727,0.575,0.498,0.428,0.437,0.76,0,0.334,deceptive,0.126
SRC_08728,0.446,0.256,0.425,0.495,0.161,0,0.333,uncertain,0.301
SRC_08729,0.542,0.472,0.786,0.636,0.353,0,0.48,coerced,0.372
SRC_08730,0.493,0.506,0.729,0.768,0.738,0,0.425,deceptive,0.364
SRC_08731,0.42,0.872,0.493,0.488,0.369,0,0.46,coerced,0.355
SRC_08732,0.805,0.443,0.729,0.856,0.39,0,0.568,uncertain,0.53
SRC_08733,0.471,0.484,0.985,0.859,0.754,0,0.475,deceptive,0.42
SRC_08734,0.609,0.787,0.779,0.489,0.588,1,0.42,deceptive,0.289
SRC_08735,0.562,0.769,0.669,0.686,0.442,0,0.531,coerced,0.333
SRC_08736,0.968,0.799,0.897,0.541,0.286,1,0.608,deceptive,0.612
SRC_08737,0.566,0.915,0.528,0.432,0.732,0,0.459,deceptive,0.25
SRC_08738,0.354,0.797,0.649,0.856,0.007,0,0.563,uncertain,0.527
SRC_08739,0.361,0.506,0.717,0.984,0.257,1,0.387,deceptive,0.412
SRC_08740,0.702,0.816,0.703,0.69,0.757,0,0.545,deceptive,0.291
SRC_08741,0.708,0.582,0.953,0.931,0.399,0,0.628,uncertain,0.6
SRC_08742,0.585,0.408,0.576,0.743,0.499,0,0.429,coerced,0.293
SRC_08743,0.594,0.427,0.434,0.69,0.426,1,0.311,deceptive,0.112
SRC_08744,0.337,0.368,0.95,0.631,0.318,0,0.43,uncertain,0.395
SRC_08745,0.651,0.309,0.53,0.463,0.532,0,0.368,coerced,0.122
SRC_08746,0.643,0.338,0.627,0.358,0.613,0,0.365,deceptive,0.209
SRC_08747,0.402,0.247,0.719,0.605,0.292,1,0.273,deceptive,0.118
SRC_08748,0.371,0.866,0.986,0.687,0.472,0,0.557,uncertain,0.423
SRC_08749,0.384,0.898,0.721,0.652,0.066,0,0.572,uncertain,0.59
SRC_08750,0.369,0.64,0.669,0.78,0.438,0,0.456,coerced,0.368
SRC_08751,0.715,0.83,0.75,0.433,0.598,0,0.547,deceptive,0.408
SRC_08752,0.434,0.338,0.982,0.544,0.468,0,0.423,coerced,0.356
SRC_08753,0.471,0.876,0.891,0.587,0.703,0,0.521,deceptive,0.345
SRC_08754,0.418,0.58,0.501,0.429,0.229,1,0.301,deceptive,0.233
SRC_08755,0.951,0.25,0.882,0.925,0.393,0,0.604,uncertain,0.52
SRC_08756,0.881,0.306,0.905,0.77,0.07,0,0.627,uncertain,0.576
SRC_08757,0.457,0.432,0.814,0.363,0.56,0,0.378,deceptive,0.281
SRC_08758,0.523,0.233,0.794,0.792,0.354,0,0.44,coerced,0.355
SRC_08759,0.443,0.432,0.665,0.678,0.424,0,0.412,coerced,0.342
SRC_08760,0.634,0.245,0.785,0.662,0.103,0,0.492,uncertain,0.457
SRC_08761,0.313,0.377,0.843,0.983,0.798,0,0.384,deceptive,0.209
SRC_08762,0.757,0.399,0.474,0.727,0.618,0,0.438,deceptive,0.317
SRC_08763,0.656,0.946,0.554,0.919,0.321,0,0.634,uncertain,0.453
SRC_08764,0.911,0.377,0.516,0.93,0.456,0,0.542,coerced,0.355
SRC_08765,0.412,0.379,0.905,0.37,0.495,0,0.381,coerced,0.229
SRC_08766,0.847,0.715,0.808,0.306,0.769,1,0.425,deceptive,0.226
SRC_08767,0.839,0.845,0.67,0.6,0.615,0,0.595,deceptive,0.505
SRC_08768,0.386,0.49,0.896,0.831,0.28,0,0.5,uncertain,0.453
SRC_08769,0.571,0.857,0.83,0.869,0.782,0,0.565,deceptive,0.396
SRC_08770,0.416,0.455,0.948,0.843,0.241,0,0.518,uncertain,0.535
SRC_08771,0.473,0.348,0.446,0.609,0.462,0,0.34,coerced,0.293
SRC_08772,0.479,0.447,0.705,0.817,0.561,0,0.435,deceptive,0.244
SRC_08773,0.678,0.657,0.824,0.796,0.217,0,0.619,uncertain,0.626
SRC_08774,0.58,0.475,0.524,0.517,0.765,0,0.36,deceptive,0.174
SRC_08775,0.944,0.705,0.596,0.416,0.173,0,0.615,uncertain,0.546
SRC_08776,0.386,0.378,0.651,0.729,0.353,0,0.397,coerced,0.294
SRC_08777,0.962,0.726,0.877,0.767,0.144,1,0.639,deceptive,0.572
SRC_08778,0.457,0.461,0.696,0.692,0.7,0,0.39,deceptive,0.222
SRC_08779,0.826,0.542,0.696,0.447,0.177,0,0.563,uncertain,0.515
SRC_08780,0.53,0.618,0.659,0.491,0.028,0,0.515,uncertain,0.57
SRC_08781,0.397,0.715,0.537,0.789,0.031,0,0.519,uncertain,0.608
SRC_08782,0.883,0.379,0.954,0.964,0.331,0,0.645,uncertain,0.542
SRC_08783,0.51,0.827,0.591,0.952,0.418,1,0.458,deceptive,0.289
SRC_08784,0.748,0.741,0.74,0.659,0.033,0,0.652,uncertain,0.677
SRC_08785,0.685,0.376,0.489,0.912,0.074,0,0.523,uncertain,0.552
SRC_08786,0.621,0.931,0.661,0.32,0.078,0,0.588,uncertain,0.588
SRC_08787,0.637,0.699,0.942,0.894,0.535,0,0.608,uncertain,0.397
SRC_08788,0.798,0.539,0.997,0.629,0.24,0,0.632,uncertain,0.532
SRC_08789,0.36,0.318,0.617,0.839,0.45,0,0.369,coerced,0.264
SRC_08790,0.754,0.6,0.492,0.304,0.059,0,0.511,uncertain,0.465
SRC_08791,0.909,0.324,0.589,0.899,0.714,0,0.499,deceptive,0.271
SRC_08792,0.339,0.522,0.596,0.711,0.244,0,0.421,uncertain,0.467
SRC_08793,0.396,0.507,0.787,0.466,0.623,0,0.379,deceptive,0.173
SRC_08794,0.787,0.74,0.698,0.54,0.661,1,0.443,deceptive,0.338
SRC_08795,0.597,0.344,0.861,0.438,0.79,0,0.384,deceptive,0.207
SRC_08796,0.574,0.816,0.821,0.593,0.593,0,0.54,deceptive,0.422
SRC_08797,0.393,0.445,0.551,0.528,0.354,1,0.265,deceptive,0.233
SRC_08798,0.645,0.533,0.871,0.669,0.122,1,0.483,deceptive,0.418
SRC_08799,0.386,0.779,0.908,0.862,0.038,0,0.616,uncertain,0.592
SRC_08800,0.624,0.669,0.759,0.978,0.709,0,0.547,deceptive,0.393
SRC_08801,0.819,0.431,0.957,0.474,0.357,0,0.562,uncertain,0.38
SRC_08802,0.476,0.49,0.87,0.373,0.6,0,0.405,deceptive,0.337
SRC_08803,0.627,0.429,0.757,0.573,0.397,0,0.473,coerced,0.38
SRC_08804,0.975,0.646,0.944,0.399,0.704,0,0.597,deceptive,0.374
SRC_08805,0.767,0.449,0.76,0.876,0.6,0,0.536,deceptive,0.441
SRC_08806,0.872,0.744,0.713,0.646,0.068,0,0.677,uncertain,0.665
SRC_08807,0.582,0.635,0.614,0.728,0.602,0,0.475,deceptive,0.288
SRC_08808,0.822,0.309,0.93,0.404,0.213,0,0.538,uncertain,0.532
SRC_08809,0.328,0.433,0.474,0.817,0.618,0,0.331,deceptive,0.06
SRC_08810,0.384,0.366,0.684,0.972,0.759,0,0.375,deceptive,0.206
SRC_08811,0.438,0.493,0.722,0.633,0.744,1,0.282,deceptive,0.162
SRC_08812,0.573,0.587,0.733,0.964,0.1,0,0.595,uncertain,0.528
SRC_08813,0.875,0.58,0.791,0.324,0.044,0,0.608,uncertain,0.533
SRC_08814,0.535,0.766,0.703,0.325,0.622,1,0.348,deceptive,0.214
SRC_08815,0.745,0.342,0.554,0.962,0.568,0,0.479,deceptive,0.303
SRC_08816,0.782,0.91,0.914,0.783,0.141,0,0.741,uncertain,0.818
SRC_08817,0.699,0.457,0.795,0.43,0.548,0,0.465,coerced,0.301
SRC_08818,0.543,0.425,0.915,0.551,0.012,0,0.533,uncertain,0.52
SRC_08819,0.692,0.714,0.566,0.65,0.505,1,0.421,deceptive,0.321
SRC_08820,0.533,0.804,0.782,0.785,0.666,0,0.535,deceptive,0.278
SRC_08821,0.357,0.484,0.829,0.881,0.513,0,0.449,coerced,0.324
SRC_08822,0.975,0.76,0.63,0.357,0.052,0,0.654,uncertain,0.697
SRC_08823,0.386,0.863,0.887,0.753,0.793,0,0.503,deceptive,0.301
SRC_08824,0.349,0.775,0.402,0.629,0.285,0,0.43,uncertain,0.301
SRC_08825,0.897,0.226,0.757,0.712,0.304,0,0.538,uncertain,0.44
SRC_08826,0.505,0.821,0.768,0.651,0.068,0,0.598,uncertain,0.485
SRC_08827,0.742,0.781,0.72,0.611,0.134,0,0.633,uncertain,0.585
SRC_08828,0.524,0.702,0.778,0.442,0.217,0,0.522,uncertain,0.523
SRC_08829,0.566,0.77,0.5,0.626,0.639,0,0.46,deceptive,0.269
SRC_08830,0.478,0.935,0.811,0.431,0.553,0,0.521,deceptive,0.418
SRC_08831,0.533,0.523,0.601,0.331,0.467,0,0.39,coerced,0.199
SRC_08832,0.579,0.25,0.671,0.558,0.691,0,0.35,deceptive,0.271
SRC_08833,0.79,0.546,0.6,0.317,0.798,0,0.421,deceptive,0.278
SRC_08834,0.648,0.235,0.684,0.688,0.308,1,0.347,deceptive,0.245
SRC_08835,0.942,0.421,0.773,0.35,0.313,0,0.548,uncertain,0.404
SRC_08836,0.328,0.64,0.903,0.602,0.589,1,0.341,deceptive,0.168
SRC_08837,0.642,0.432,0.69,0.976,0.515,0,0.508,coerced,0.393
SRC_08838,0.697,0.714,0.594,0.307,0.011,0,0.551,uncertain,0.603
SRC_08839,0.926,0.816,0.693,0.553,0.524,0,0.625,uncertain,0.388
SRC_08840,0.333,0.515,0.813,0.765,0.576,0,0.42,deceptive,0.336
SRC_08841,0.69,0.875,0.608,0.41,0.789,0,0.49,deceptive,0.306
SRC_08842,0.88,0.26,0.649,0.687,0.469,0,0.491,coerced,0.316
SRC_08843,0.465,0.83,0.738,0.478,0.548,0,0.484,coerced,0.22
SRC_08844,0.896,0.821,0.576,0.454,0.631,0,0.563,deceptive,0.412
SRC_08845,0.313,0.441,0.525,0.918,0.077,0,0.435,uncertain,0.427
SRC_08846,0.798,0.424,0.484,0.44,0.588,0,0.42,deceptive,0.242
SRC_08847,0.935,0.429,0.612,0.56,0.437,0,0.529,coerced,0.465
SRC_08848,0.747,0.809,0.429,0.417,0.08,0,0.563,uncertain,0.645
SRC_08849,0.599,0.824,0.75,0.496,0.536,0,0.53,coerced,0.376
SRC_08850,0.331,0.447,0.506,0.502,0.188,0,0.359,uncertain,0.275
SRC_08851,0.926,0.644,0.626,0.525,0.43,1,0.478,deceptive,0.456
SRC_08852,0.62,0.304,0.562,0.742,0.225,0,0.452,uncertain,0.385
SRC_08853,0.32,0.552,0.778,0.812,0.084,0,0.499,uncertain,0.511
SRC_08854,0.769,0.949,0.91,0.652,0.201,0,0.718,uncertain,0.637
SRC_08855,0.628,0.319,0.78,0.721,0.351,0,0.48,coerced,0.449
SRC_08856,0.385,0.911,0.726,0.861,0.395,1,0.458,deceptive,0.297
SRC_08857,0.446,0.818,0.801,0.99,0.119,0,0.629,uncertain,0.607
SRC_08858,0.344,0.929,0.418,0.615,0.257,0,0.473,uncertain,0.424
SRC_08859,0.691,0.335,0.474,0.946,0.688,0,0.425,deceptive,0.244
SRC_08860,0.723,0.36,0.457,0.638,0.728,0,0.385,deceptive,0.171
SRC_08861,0.644,0.213,0.459,0.84,0.428,0,0.4,coerced,0.383
SRC_08862,0.856,0.744,0.556,0.696,0.392,0,0.6,uncertain,0.542
SRC_08863,0.885,0.683,0.719,0.91,0.465,0,0.647,uncertain,0.487
SRC_08864,0.719,0.334,0.469,0.61,0.172,1,0.359,deceptive,0.222
SRC_08865,0.309,0.793,0.961,0.78,0.795,0,0.481,deceptive,0.356
SRC_08866,0.773,0.424,0.913,0.622,0.596,0,0.524,deceptive,0.329
SRC_08867,0.584,0.301,0.983,0.891,0.191,0,0.552,uncertain,0.507
SRC_08868,0.685,0.517,0.426,0.986,0.218,0,0.535,uncertain,0.485
SRC_08869,0.741,0.268,0.911,0.468,0.519,0,0.464,coerced,0.349
SRC_08870,0.538,0.397,0.882,0.627,0.258,0,0.492,uncertain,0.343
SRC_08871,0.924,0.479,0.941,0.356,0.284,0,0.596,uncertain,0.508
SRC_08872,0.391,0.839,0.717,0.397,0.625,0,0.436,deceptive,0.279
SRC_08873,0.757,0.794,0.873,0.941,0.214,0,0.709,uncertain,0.653
SRC_08874,0.303,0.532,0.431,0.675,0.564,1,0.227,deceptive,0.122
SRC_08875,0.929,0.743,0.446,0.573,0.748,1,0.427,deceptive,0.248
SRC_08876,0.377,0.626,0.471,0.763,0.099,0,0.463,uncertain,0.461
SRC_08877,0.365,0.456,0.949,0.687,0.115,0,0.499,uncertain,0.44
SRC_08878,0.526,0.744,0.437,0.499,0.754,0,0.393,deceptive,0.29
SRC_08879,0.554,0.713,0.46,0.456,0.163,1,0.38,deceptive,0.325
SRC_08880,0.446,0.664,0.958,0.707,0.017,0,0.595,uncertain,0.607
SRC_08881,0.698,0.663,0.464,0.43,0.695,1,0.328,deceptive,0.16
SRC_08882,0.601,0.712,0.922,0.396,0.226,0,0.568,uncertain,0.534
SRC_08883,0.323,0.488,0.874,0.52,0.239,0,0.436,uncertain,0.436
SRC_08884,0.517,0.852,0.424,0.894,0.182,0,0.56,uncertain,0.472
SRC_08885,0.851,0.322,0.413,0.325,0.734,0,0.357,deceptive,0.215
SRC_08886,0.769,0.863,0.721,0.875,0.62,1,0.529,deceptive,0.411
SRC_08887,0.793,0.457,0.998,0.728,0.477,0,0.589,uncertain,0.478
SRC_08888,0.775,0.294,0.927,0.328,0.363,1,0.386,deceptive,0.307
SRC_08889,0.511,0.65,0.586,0.715,0.115,0,0.523,uncertain,0.436
SRC_08890,0.368,0.482,0.632,0.594,0.741,0,0.335,deceptive,0.133
SRC_08891,0.485,0.812,0.633,0.88,0.6,0,0.517,deceptive,0.272
SRC_08892,0.866,0.523,0.841,0.926,0.223,0,0.664,uncertain,0.593
SRC_08893,0.967,0.701,0.605,0.498,0.758,0,0.547,deceptive,0.354
SRC_08894,0.636,0.431,0.489,0.841,0.748,0,0.41,deceptive,0.153
SRC_08895,0.307,0.357,0.848,0.514,0.528,1,0.249,deceptive,0.132
SRC_08896,0.395,0.491,0.675,0.504,0.788,0,0.334,deceptive,0.197
SRC_08897,0.519,0.655,0.446,0.433,0.15,1,0.351,deceptive,0.324
SRC_08898,0.693,0.693,0.874,0.768,0.585,0,0.583,deceptive,0.436
SRC_08899,0.351,0.634,0.751,0.481,0.122,1,0.368,deceptive,0.311
SRC_08900,0.941,0.941,0.694,0.621,0.553,0,0.667,deceptive,0.547
SRC_08901,0.548,0.718,0.804,0.86,0.736,0,0.523,deceptive,0.288
SRC_08902,0.921,0.899,0.703,0.846,0.429,0,0.704,uncertain,0.476
SRC_08903,0.831,0.288,0.789,0.89,0.61,0,0.521,deceptive,0.447
SRC_08904,0.814,0.246,0.92,0.411,0.114,0,0.534,uncertain,0.554
SRC_08905,0.713,0.433,0.768,0.705,0.507,0,0.505,coerced,0.323
SRC_08906,0.726,0.302,0.796,0.931,0.051,0,0.584,uncertain,0.499
SRC_08907,0.734,0.594,0.768,0.329,0.03,0,0.567,uncertain,0.565
SRC_08908,0.728,0.589,0.719,0.848,0.507,0,0.561,uncertain,0.437
SRC_08909,0.677,0.631,0.503,0.47,0.458,0,0.463,coerced,0.389
SRC_08910,0.971,0.759,0.601,0.762,0.263,0,0.676,uncertain,0.594
SRC_08911,0.798,0.928,0.816,0.795,0.41,0,0.692,uncertain,0.647
SRC_08912,0.828,0.859,0.655,0.939,0.547,0,0.653,uncertain,0.505
SRC_08913,0.893,0.289,0.644,0.651,0.516,0,0.489,coerced,0.421
SRC_08914,0.447,0.454,0.856,0.885,0.059,0,0.543,uncertain,0.519
SRC_08915,0.357,0.392,0.403,0.331,0.542,0,0.254,coerced,0.075
SRC_08916,0.628,0.333,0.807,0.59,0.528,0,0.442,coerced,0.291
SRC_08917,0.65,0.609,0.694,0.603,0.536,0,0.496,coerced,0.395
SRC_08918,0.864,0.615,0.626,0.671,0.678,0,0.537,deceptive,0.385
SRC_08919,0.602,0.37,0.604,0.632,0.461,0,0.42,coerced,0.307
SRC_08920,0.688,0.734,0.504,0.968,0.75,0,0.523,deceptive,0.283
SRC_08921,0.658,0.75,0.601,0.354,0.784,0,0.441,deceptive,0.242
SRC_08922,0.326,0.216,0.635,0.483,0.601,0,0.261,deceptive,0.078
SRC_08923,0.718,0.497,0.662,0.968,0.287,1,0.474,deceptive,0.368
SRC_08924,0.863,0.868,0.803,0.607,0.114,0,0.71,uncertain,0.731
SRC_08925,0.407,0.59,0.672,0.694,0.656,0,0.41,deceptive,0.208
SRC_08926,0.704,0.461,0.878,0.356,0.117,0,0.538,uncertain,0.468
SRC_08927,0.704,0.39,0.784,0.496,0.117,1,0.422,deceptive,0.408
SRC_08928,0.412,0.383,0.514,0.327,0.735,0,0.261,deceptive,0.031
SRC_08929,0.384,0.275,0.566,0.395,0.448,0,0.289,coerced,0.149
SRC_08930,0.966,0.813,0.448,0.737,0.235,0,0.658,uncertain,0.696
SRC_08931,0.568,0.265,0.967,0.827,0.77,0,0.439,deceptive,0.238
SRC_08932,0.455,0.419,0.932,0.9,0.566,0,0.478,deceptive,0.37
SRC_08933,0.417,0.234,0.451,0.474,0.428,0,0.281,coerced,0.3
SRC_08934,0.754,0.786,0.744,0.53,0.264,0,0.611,uncertain,0.555
SRC_08935,0.714,0.229,0.976,0.693,0.541,0,0.489,coerced,0.38
SRC_08936,0.738,0.431,0.848,0.358,0.585,0,0.465,deceptive,0.334
SRC_08937,0.36,0.63,0.695,0.857,0.57,1,0.348,deceptive,0.189
SRC_08938,0.908,0.507,0.545,0.633,0.156,0,0.58,uncertain,0.547
SRC_08939,0.565,0.412,0.567,0.966,0.558,0,0.447,deceptive,0.299
SRC_08940,0.513,0.406,0.842,0.381,0.465,0,0.411,coerced,0.249
SRC_08941,0.614,0.798,0.868,0.392,0.68,0,0.514,deceptive,0.386
SRC_08942,0.565,0.93,0.717,0.541,0.5,0,0.552,uncertain,0.337
SRC_08943,0.887,0.461,0.473,0.443,0.117,0,0.525,uncertain,0.496
SRC_08944,0.932,0.229,0.96,0.781,0.255,0,0.608,uncertain,0.53
SRC_08945,0.506,0.227,0.907,0.953,0.595,0,0.444,deceptive,0.243
SRC_08946,0.887,0.769,0.484,0.362,0.592,0,0.521,deceptive,0.404
SRC_08947,0.831,0.614,0.434,0.467,0.178,0,0.533,uncertain,0.437
SRC_08948,0.933,0.788,0.722,0.464,0.284,1,0.548,deceptive,0.457
SRC_08949,0.467,0.723,0.57,0.651,0.012,0,0.531,uncertain,0.564
SRC_08950,0.692,0.881,0.57,0.612,0.265,0,0.594,uncertain,0.431
SRC_08951,0.487,0.864,0.452,0.802,0.021,1,0.47,deceptive,0.519
SRC_08952,0.86,0.791,0.972,0.806,0.698,0,0.666,deceptive,0.49
SRC_08953,0.304,0.556,0.898,0.695,0.533,0,0.434,coerced,0.285
SRC_08954,0.684,0.431,0.468,0.708,0.775,0,0.397,deceptive,0.134
SRC_08955,0.531,0.58,0.926,0.881,0.714,0,0.515,deceptive,0.341
SRC_08956,0.519,0.577,0.81,0.574,0.483,0,0.476,coerced,0.356
SRC_08957,0.739,0.658,0.595,0.309,0.402,0,0.491,coerced,0.418
SRC_08958,0.879,0.34,0.923,0.447,0.707,0,0.494,deceptive,0.294
SRC_08959,0.714,0.692,0.759,0.324,0.239,0,0.552,uncertain,0.443
SRC_08960,0.88,0.542,0.909,0.572,0.179,0,0.64,uncertain,0.611
SRC_08961,0.48,0.665,0.682,0.547,0.328,0,0.48,uncertain,0.369
SRC_08962,0.653,0.38,0.7,0.368,0.043,0,0.48,uncertain,0.494
SRC_08963,0.606,0.526,0.575,0.821,0.242,0,0.515,uncertain,0.403
SRC_08964,0.308,0.358,0.633,0.682,0.067,1,0.301,deceptive,0.324
SRC_08965,0.679,0.856,0.741,0.456,0.042,0,0.628,uncertain,0.692
SRC_08966,0.75,0.566,0.968,0.824,0.441,0,0.618,uncertain,0.499
SRC_08967,0.703,0.369,0.76,0.761,0.567,0,0.484,deceptive,0.41
SRC_08968,0.801,0.231,0.488,0.432,0.429,0,0.396,coerced,0.326
SRC_08969,0.689,0.707,0.404,0.978,0.056,0,0.603,uncertain,0.606
SRC_08970,0.345,0.361,0.911,0.422,0.316,0,0.392,uncertain,0.312
SRC_08971,0.379,0.942,0.619,0.832,0.089,0,0.584,uncertain,0.535
SRC_08972,0.706,0.6,0.589,0.968,0.52,0,0.547,coerced,0.477
SRC_08973,0.487,0.417,0.88,0.801,0.661,0,0.447,deceptive,0.332
SRC_08974,0.354,0.693,0.967,0.759,0.093,0,0.573,uncertain,0.497
SRC_08975,0.592,0.406,0.849,0.923,0.053,0,0.579,uncertain,0.572
SRC_08976,0.677,0.815,0.504,0.486,0.325,0,0.532,uncertain,0.41
SRC_08977,0.524,0.431,0.635,0.491,0.243,0,0.429,uncertain,0.392
SRC_08978,0.79,0.941,0.856,0.742,0.209,1,0.623,deceptive,0.608
SRC_08979,0.738,0.654,0.944,0.909,0.169,0,0.685,uncertain,0.565
SRC_08980,0.526,0.833,0.999,0.726,0.254,0,0.637,uncertain,0.569
SRC_08981,0.813,0.255,0.707,0.974,0.772,0,0.479,deceptive,0.307
SRC_08982,0.741,0.461,0.894,0.454,0.686,0,0.482,deceptive,0.315
SRC_08983,0.733,0.753,0.428,0.87,0.481,0,0.552,uncertain,0.521
SRC_08984,0.676,0.691,0.571,0.94,0.64,0,0.535,deceptive,0.296
SRC_08985,0.308,0.346,0.623,0.595,0.012,0,0.391,uncertain,0.456
SRC_08986,0.774,0.467,0.985,0.964,0.089,0,0.677,uncertain,0.611
SRC_08987,0.556,0.398,0.402,0.439,0.234,0,0.377,uncertain,0.211
SRC_08988,0.941,0.66,0.585,0.957,0.515,0,0.631,uncertain,0.518
SRC_08989,0.856,0.458,0.958,0.923,0.707,0,0.595,deceptive,0.412
SRC_08990,0.7,0.432,0.584,0.346,0.185,0,0.459,uncertain,0.417
SRC_08991,0.471,0.356,0.535,0.66,0.111,0,0.42,uncertain,0.418
SRC_08992,0.439,0.507,0.838,0.665,0.678,0,0.424,deceptive,0.282
SRC_08993,0.531,0.347,0.847,0.339,0.327,0,0.417,uncertain,0.309
SRC_08994,0.624,0.922,0.683,0.327,0.56,0,0.519,deceptive,0.42
SRC_08995,0.501,0.316,0.968,0.304,0.438,1,0.303,deceptive,0.093
SRC_08996,0.65,0.885,0.522,0.662,0.141,0,0.599,uncertain,0.559
SRC_08997,0.412,0.521,0.948,0.62,0.56,0,0.452,deceptive,0.368
SRC_08998,0.965,0.483,0.853,0.949,0.337,0,0.673,uncertain,0.603
SRC_08999,0.373,0.373,0.621,0.536,0.23,0,0.375,uncertain,0.32
SRC_09000,0.934,0.677,0.884,0.754,0.722,0,0.631,deceptive,0.433
SRC_09001,0.921,0.714,0.48,0.305,0.005,0,0.596,uncertain,0.612
SRC_09002,0.657,0.551,0.479,0.758,0.324,0,0.496,uncertain,0.401
SRC_09003,0.793,0.242,0.958,0.93,0.24,0,0.593,uncertain,0.564
SRC_09004,0.597,0.889,0.457,0.545,0.044,0,0.568,uncertain,0.531
SRC_09005,0.728,0.935,0.402,0.517,0.064,0,0.6,uncertain,0.66
SRC_09006,0.532,0.523,0.633,0.732,0.138,0,0.506,uncertain,0.499
SRC_09007,0.505,0.66,0.462,0.527,0.404,0,0.427,coerced,0.417
SRC_09008,0.693,0.538,0.918,0.578,0.226,0,0.579,uncertain,0.503
SRC_09009,0.639,0.441,0.954,0.488,0.67,0,0.465,deceptive,0.359
SRC_09010,0.694,0.258,0.689,0.538,0.192,0,0.462,uncertain,0.351
SRC_09011,0.495,0.542,0.655,0.769,0.576,0,0.444,deceptive,0.336
SRC_09012,0.55,0.814,0.723,0.936,0.168,0,0.628,uncertain,0.58
SRC_09013,0.357,0.213,0.536,0.702,0.034,0,0.368,uncertain,0.365
SRC_09014,0.336,0.637,0.579,0.307,0.212,0,0.39,uncertain,0.373
SRC_09015,0.472,0.861,0.461,0.482,0.67,0,0.421,deceptive,0.291
SRC_09016,0.35,0.363,0.668,0.957,0.066,0,0.463,uncertain,0.488
SRC_09017,0.371,0.337,0.767,0.928,0.276,0,0.447,uncertain,0.396
SRC_09018,0.853,0.779,0.958,0.38,0.006,0,0.698,uncertain,0.724
SRC_09019,0.326,0.391,0.843,0.927,0.504,0,0.428,coerced,0.291
SRC_09020,0.748,0.344,0.834,0.966,0.754,0,0.509,deceptive,0.288
SRC_09021,0.485,0.483,0.585,0.524,0.307,0,0.416,uncertain,0.348
SRC_09022,0.893,0.494,0.933,0.784,0.462,0,0.626,uncertain,0.403
SRC_09023,0.63,0.856,0.968,0.686,0.362,1,0.545,deceptive,0.475
SRC_09024,0.508,0.664,0.959,0.533,0.779,0,0.473,deceptive,0.322
SRC_09025,0.652,0.504,0.423,0.406,0.589,1,0.279,deceptive,0.163
SRC_09026,0.56,0.601,0.763,0.553,0.035,0,0.549,uncertain,0.51
SRC_09027,0.684,0.915,0.786,0.94,0.087,0,0.719,uncertain,0.595
SRC_09028,0.378,0.285,0.577,0.86,0.376,0,0.373,coerced,0.312
SRC_09029,0.978,0.356,0.995,0.528,0.505,0,0.585,uncertain,0.419
SRC_09030,0.589,0.922,0.575,0.678,0.232,0,0.589,uncertain,0.467
SRC_09031,0.537,0.918,0.53,0.58,0.54,0,0.503,coerced,0.415
SRC_09032,0.783,0.333,0.69,0.622,0.461,0,0.48,coerced,0.297
SRC_09033,0.547,0.309,0.594,0.825,0.348,0,0.432,uncertain,0.336
SRC_09034,0.867,0.516,0.954,0.675,0.466,1,0.511,deceptive,0.483
SRC_09035,0.609,0.237,0.664,0.425,0.733,0,0.329,deceptive,0.112
SRC_09036,0.789,0.691,0.646,0.486,0.195,0,0.582,uncertain,0.48
SRC_09037,0.373,0.258,0.776,0.692,0.633,0,0.34,deceptive,0.207
SRC_09038,0.875,0.244,0.449,0.778,0.01,0,0.529,uncertain,0.543
SRC_09039,0.8,0.564,0.854,0.651,0.068,0,0.639,uncertain,0.539
SRC_09040,0.444,0.918,0.861,0.728,0.76,0,0.53,deceptive,0.343
SRC_09041,0.399,0.52,0.684,0.845,0.558,0,0.43,deceptive,0.349
SRC_09042,0.515,0.467,0.973,0.676,0.507,0,0.491,coerced,0.434
SRC_09043,0.964,0.948,0.748,0.974,0.267,0,0.782,uncertain,0.702
SRC_09044,0.475,0.599,0.817,0.463,0.147,0,0.503,uncertain,0.491
SRC_09045,0.61,0.481,0.955,0.935,0.304,0,0.589,uncertain,0.54
